what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354851372530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354851373459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1354851378227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851383722
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354851475164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851475225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851492277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851497630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851498848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851507447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851510665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851512179
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1354851516430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851520355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851534376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851538766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851742515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851750234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851804434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354851806025
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354852118097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852118152
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354852122097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852130540
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354852133377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852133458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852134436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852137252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852138381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852140625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354852144345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920106133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920113645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920166407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920168712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920186310
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354920186376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920188897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920201161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920203764
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354920382611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920382760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920385988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920448113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920457508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920562113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920564395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920568943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920571327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920574826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920578847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920582266
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1354920586656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920586822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920590551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920591765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920592011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920592999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920603964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920634518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920643045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920648644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920663515
opened,view,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt.internal.lint.LintViewPart",1354920670392
activated,view,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt.internal.lint.LintViewPart",1354920670527
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1354920671528
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1354920671568
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1354920672613
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1354920673893
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1354920674017
closed,view,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt.internal.lint.LintViewPart",1354920674080
error,log,,,"Could not read jar file contents from /AVFapp/libs/cordova-2.2.0.jar",1354920675526
error,log,,,"Problems occurred when invoking code from plug-in: ""com.android.ide.eclipse.adt"".",1354920676770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920684983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920700796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354920701045
